82.10	19.10	1.006
82.30	19.10	1.006
82.50	19.10	1.006
82.70	19.10	1.006
82.90	19.10	1.006
83.10	19.10	1.006
83.30	19.10	1.006
83.50	19.10	1.006
83.70	19.10	1.006
83.90	19.10	1.006
84.10	19.10	1.006
84.30	19.10	1.006
84.50	19.10	1.006
84.70	19.10	1.006
84.90	19.10	1.006
85.10	19.10	1.006
85.30	19.10	1.006
85.50	19.10	1.006
85.70	19.10	1.006
85.90	19.10	1.006
86.10	19.10	1.006
86.30	19.10	1.006
86.50	19.10	1.006
86.70	19.10	1.006
86.90	19.10	1.006
87.10	19.10	1.006
87.30	19.10	1.006
87.50	19.10	1.006
87.70	19.10	1.006
87.90	19.10	1.006
88.10	19.10	1.006
88.30	19.10	1.006
88.50	19.10	1.006
88.70	19.10	1.006
88.90	19.10	1.006
89.10	19.10	1.006
89.30	19.10	1.006
89.50	19.10	1.006
89.70	19.10	1.006
89.90	19.10	1.006
90.10	19.10	1.006
90.30	19.10	1.006
90.50	19.10	1.006
90.70	19.10	1.006
90.90	19.10	1.006
91.10	19.10	1.006
91.30	19.10	1.006
91.50	19.10	1.006
91.70	19.10	1.006
91.90	19.10	1.006
92.10	19.10	1.006
92.30	19.10	1.006
92.50	19.10	1.006
92.70	19.10	1.006
92.90	19.10	1.006
93.10	19.10	1.006
93.30	19.10	1.006
93.50	19.10	1.006
93.70	19.10	1.006
93.90	19.10	1.006
94.10	19.10	1.006
94.30	19.10	1.006
94.50	19.10	1.006
94.70	19.10	1.006
94.90	19.10	1.006
95.10	19.10	1.006
95.30	19.10	1.006
95.50	19.10	1.006
95.70	19.10	1.006
95.90	19.10	1.006
96.10	19.10	1.006
96.30	19.10	1.006
96.50	19.10	1.006
96.70	19.10	1.006
96.90	19.10	1.006
97.10	19.10	1.006
97.30	19.10	1.006
97.50	19.10	1.006
97.70	19.10	1.006
97.90	19.10	1.006
98.10	19.10	1.006
98.30	19.10	1.006
98.50	19.10	1.006
98.70	19.10	1.006
98.90	19.10	1.006
99.10	19.10	1.006
99.30	19.10	1.006
99.50	19.10	1.006
99.70	19.10	1.006
82.10	19.30	1.006
82.30	19.30	1.006
82.50	19.30	1.006
82.70	19.30	1.006
82.90	19.30	1.006
83.10	19.30	1.006
83.30	19.30	1.006
83.50	19.30	1.006
83.70	19.30	1.006
83.90	19.30	1.006
84.10	19.30	1.006
84.30	19.30	1.006
84.50	19.30	1.006
84.70	19.30	1.006
84.90	19.30	1.006
85.10	19.30	1.006
85.30	19.30	1.006
85.50	19.30	1.006
85.70	19.30	1.006
85.90	19.30	1.006
86.10	19.30	1.006
86.30	19.30	1.006
86.50	19.30	1.006
86.70	19.30	1.006
86.90	19.30	1.006
87.10	19.30	1.006
87.30	19.30	1.006
87.50	19.30	1.006
87.70	19.30	1.006
87.90	19.30	1.006
88.10	19.30	1.006
88.30	19.30	1.006
88.50	19.30	1.006
88.70	19.30	1.006
88.90	19.30	1.006
89.10	19.30	1.006
89.30	19.30	1.006
89.50	19.30	1.006
89.70	19.30	1.006
89.90	19.30	1.006
90.10	19.30	1.006
90.30	19.30	1.006
90.50	19.30	1.006
90.70	19.30	1.006
90.90	19.30	1.006
91.10	19.30	1.006
91.30	19.30	1.006
91.50	19.30	1.006
91.70	19.30	1.006
91.90	19.30	1.006
92.10	19.30	1.006
92.30	19.30	1.006
92.50	19.30	1.006
92.70	19.30	1.006
92.90	19.30	1.006
93.10	19.30	1.006
93.30	19.30	1.006
93.50	19.30	1.006
93.70	19.30	1.006
93.90	19.30	1.006
94.10	19.30	1.006
94.30	19.30	1.006
94.50	19.30	1.006
94.70	19.30	1.006
94.90	19.30	1.006
95.10	19.30	1.006
95.30	19.30	1.006
95.50	19.30	1.006
95.70	19.30	1.006
95.90	19.30	1.006
96.10	19.30	1.006
96.30	19.30	1.006
96.50	19.30	1.006
96.70	19.30	1.006
96.90	19.30	1.006
97.10	19.30	1.006
97.30	19.30	1.006
97.50	19.30	1.006
97.70	19.30	1.006
97.90	19.30	1.006
98.10	19.30	1.006
98.30	19.30	1.006
98.50	19.30	1.006
98.70	19.30	1.006
98.90	19.30	1.006
99.10	19.30	1.006
99.30	19.30	1.006
99.50	19.30	1.006
99.70	19.30	1.006
82.10	19.50	1.006
82.30	19.50	1.006
82.50	19.50	1.006
82.70	19.50	1.006
82.90	19.50	1.006
83.10	19.50	1.006
83.30	19.50	1.006
83.50	19.50	1.006
83.70	19.50	1.006
83.90	19.50	1.006
84.10	19.50	1.006
84.30	19.50	1.006
84.50	19.50	1.006
84.70	19.50	1.006
84.90	19.50	1.006
85.10	19.50	1.006
85.30	19.50	1.006
85.50	19.50	1.006
85.70	19.50	1.006
85.90	19.50	1.006
86.10	19.50	1.006
86.30	19.50	1.006
86.50	19.50	1.006
86.70	19.50	1.006
86.90	19.50	1.006
87.10	19.50	1.006
87.30	19.50	1.006
87.50	19.50	1.006
87.70	19.50	1.006
87.90	19.50	1.006
88.10	19.50	1.006
88.30	19.50	1.006
88.50	19.50	1.006
88.70	19.50	1.006
88.90	19.50	1.006
89.10	19.50	1.006
89.30	19.50	1.006
