2002355222649_XA_PARO.BHZ.xy 29.8829994 90.6589966 27.5673008 89.3205032 28.7252 89.9897 2.589 4.10809 3.18958 152.678
2008200131002_CU_TEZ.BHZ.xy 24.9549999 94.9089966 26.6333008 92.8332977 25.7942 93.8711 2.509 5.20631 4.56186 47.786
2011261191728_IT_RABN.BHZ.xy 27.2980003 88.2819977 27.2964001 88.3638992 27.2972 88.3229 0.073 2.13994 2.1387 91.234
